MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Health,Health,Health and Welfare Services,117149
Health,Health,Health and Welfare Services,127448
Health,Health,Health and Welfare Services,354942
Health,Health,Health and Welfare Services,357716
Health,Health,Scientific and Research Services,329679
Health,Health,Scientific and Research Services,444000
Health,Health,Scientific and Research Services,384446
Health,Health,Scientific and Research Services,236591
Health,Health,Scientific and Research Services,382277
Health,Health,Scientific and Research Services,840174
Health,Health,Scientific and Research Services,133783
Health,Health,Scientific and Research Services,484608
Health,Health,Scientific and Research Services,147408
Health,Health,Scientific and Research Services,3681276
Health,Health,Health and Welfare Services,102664
Health,Health,Health and Welfare Services,364765
Health,Health,Health and Welfare Services,132140
Health,Health,Scientific and Research Services,432356
Health,Health,Informatics Services,148376
Health,Health,Informatics Services,120165
Health,Health,Informatics Services,126746
Health,Health,Scientific and Research Services,508359
Health,Health,Scientific and Research Services,151093
Health,Health,Scientific and Research Services,207253
Health,Health,Informatics Services,850593
Health,Health,Informatics Services,1884708
Health,Health,Scientific and Research Services,145536
Health,Health,Scientific and Research Services,616439
Health,Health,Scientific and Research Services,144848
Health,Health,Scientific and Research Services,210296
Health,Health,Scientific and Research Services,360402
Health,Health,Scientific and Research Services,504225
Health,Health,Informatics Services,132800
Health,Health,Informatics Services,196524
Health,Health,Health and Welfare Services,117455
Health,Health,Health and Welfare Services,162236
Health,Health,Health and Welfare Services,165097
Health,Health,Health and Welfare Services,201625
Health,Health,Health and Welfare Services,365537
Health,Health,Health and Welfare Services,315170
Health,Health,Health and Welfare Services,309916
Health,Health,Other Services,486194
Health,Health,Other Services,161605
Health,Health,Other Services,167154
Health,Health,Other Services,375000
Health,Health,Management Consulting,4696769
Health,Health,Management Consulting,822259
Health,Health,Management Consulting,249105
Health,Health,Management Consulting,483677
Health,Health,Management Consulting,113284
Health,Health,Management Consulting,1241255
Health,Health,Management Consulting,162440
Health,Health,Management Consulting,0
Health,Health,Management Consulting,2436912
Health,Health,Management Consulting,773441
Health,Health,Management Consulting,427181
Health,Health,Management Consulting,753911
Health,Health,Health and Welfare Services,151582
Health,Health,Health and Welfare Services,207527
Health,Health,Health and Welfare Services,2012574
Health,Health,Health and Welfare Services,238425
Health,Health,Health and Welfare Services,260890
Health,Health,Health and Welfare Services,105025
Health,Health,Other Services,2210444
Health,Health,Other Services,312750
Health,Health,Other Services,6419893
Health,Health,Health and Welfare Services,146950
Health,Health,Health and Welfare Services,106715
Health,Health,Health and Welfare Services,107263
Health,Health,Health and Welfare Services,190422
Health,Health,Health and Welfare Services,145515
Health,Health,Health and Welfare Services,295926
Health,Health,Health and Welfare Services,108838
Health,Health,Health and Welfare Services,133433
Health,Health,Health and Welfare Services,126693
Health,Health,Health and Welfare Services,124667
Health,Health,Health and Welfare Services,1020030
Health,Health,Health and Welfare Services,170831
Health,Health,Health and Welfare Services,654848
Health,Health,Health and Welfare Services,157659
Health,Health,Health and Welfare Services,1732772
Health,Health,Informatics Services,120284
Health,Health,Informatics Services,102156
Health,Health,Health and Welfare Services,142528
Health,Health,Health and Welfare Services,203256
Health,Health,Health and Welfare Services,137437
Health,Health,Health and Welfare Services,350000
Health,Health,Health and Welfare Services,161857
Health,Health,Health and Welfare Services,103133
Health,Health,Other Services,102997
Health,Health,Other Services,119803
Health,Health,Other Services,0
Health,Health,Informatics Services,0
Health,Health,Informatics Services,238660
Health,Health,Informatics Services,375105
Health,Health,Informatics Services,138409
Health,Health,Informatics Services,348151
Health,Health,Scientific and Research Services,200000
Health,Health,Scientific and Research Services,182966
Health,Health,Protection Services,0
Health,Health,Protection Services,144787
Health,Health,Protection Services,2125296
Health,Health,Protection Services,513426
Health,Health,Health and Welfare Services,149326
Health,Health,Health and Welfare Services,917300
Health,Health,Health and Welfare Services,121097
Health,Health,Health and Welfare Services,108738
Health,Health,Health and Welfare Services,108710
Health,Health,Health and Welfare Services,201115
Health,Health,Health and Welfare Services,107482
Health,Health,Health and Welfare Services,316482
Health,Health,Management Consulting,151831
Health,Health,Management Consulting,150000
Health,Health,Management Consulting,910997
Health,Health,Management Consulting,138775
Health,Health,Management Consulting,100107
Health,Health,Management Consulting,102775
Health,Health,Management Consulting,114830
Health,Health,Management Consulting,127155
Health,Health,Health and Welfare Services,118570
Health,Health,Health and Welfare Services,106677
Health,Health,Health and Welfare Services,181583
Health,Health,Health and Welfare Services,120563
Health,Health,Health and Welfare Services,316862
Health,Health,Health and Welfare Services,116667
Health,Health,Health and Welfare Services,583365
Health,Health,Health and Welfare Services,1032765
Health,Health,Health and Welfare Services,152400
Health,Health,Health and Welfare Services,121044
Health,Health,Health and Welfare Services,265316
Health,Health,Health and Welfare Services,156909
Health,Health,Health and Welfare Services,253661
Health,Health,Health and Welfare Services,5623508
Health,Health,Health and Welfare Services,116785
Health,Health,Health and Welfare Services,197756
Health,Health,Management Consulting,177695
Health,Health,Management Consulting,121993
Health,Health,Legal Services,0
Health,Health,Management Consulting,622305
Health,Health,Management Consulting,104512
Health,Health,Legal Services,287595
Health,Health,Legal Services,299622
Health,Health,Legal Services,17164098
Health,Health,Legal Services,512141
Health,Health,Interpretation and Translation Services,513605
Health,Health,Interpretation and Translation Services,323385
Health,Health,Interpretation and Translation Services,3651878
Health,Health,Interpretation and Translation Services,242391
Health,Health,Interpretation and Translation Services,685848
Health,Health,Interpretation and Translation Services,137226
Health,Health,Interpretation and Translation Services,0
Health,Health,Legal Services,1879224
Health,Health,Management Consulting,950905
Health,Health,Health and Welfare Services,215676831
Health,Health,Health and Welfare Services,129268
Health,Health,Management Consulting,158100
Health,Health,Management Consulting,337500
Health,Health,Management Consulting,151900
Health,Health,Management Consulting,170800
Health,Health,Management Consulting,181986
Health,Health,Management Consulting,101160
Health,Health,Management Consulting,111997
Health,Health,Health and Welfare Services,150787
Health,Health,Health and Welfare Services,391645
Health,Health,Health and Welfare Services,380258
Health,Health,Health and Welfare Services,880321
Health,Health,Health and Welfare Services,115487
Health,Health,Health and Welfare Services,261213
Health,Health,Health and Welfare Services,394391
Health,Health,Health and Welfare Services,181310
Health,Health,Health and Welfare Services,229756
Health,Health,Health and Welfare Services,431080
Health,Health,Health and Welfare Services,103708
Health,Health,Health and Welfare Services,193670
Health,Health,Health and Welfare Services,109296
Health,Health,Health and Welfare Services,505778
Health,Health,Health and Welfare Services,105778
Health,Health,Health and Welfare Services,836043
Health,Health,Health and Welfare Services,197319
Health,Health,Health and Welfare Services,319575
Health,Health,Health and Welfare Services,219570
Health,Health,Health and Welfare Services,313819
Health,Health,Health and Welfare Services,444178
Health,Health,Health and Welfare Services,18134922
Health,Health,Health and Welfare Services,234840
Health,Health,Health and Welfare Services,101252
Health,Health,Health and Welfare Services,124200
Health,Health,Health and Welfare Services,101628
Health,Health,Management Consulting,167659
Health,Health,Management Consulting,125294
Health,Health,Management Consulting,428600
Health,Health,Management Consulting,202525
Health,Health,Management Consulting,291158
Health,Health,Management Consulting,498318
Health,Health,Management Consulting,564420
Health,Health,Management Consulting,125768
Health,Health,Management Consulting,2487547
Atlantic Canada Opportunities Agency,Atlantic Canada Opportunities Agency,Engineering and Architectural Services,85024
Atlantic Canada Opportunities Agency,Atlantic Canada Opportunities Agency,Legal Services,0
Atlantic Canada Opportunities Agency,Atlantic Canada Opportunities Agency,Legal Services,72049
Atlantic Canada Opportunities Agency,Atlantic Canada Opportunities Agency,Engineering and Architectural Services,0
